API Name,Instance Family,Instance Size,Category,vCPUs,Memory (GiB),Network (Gbps),Region,Pricing Model,OS,Hourly Cost ($),Monthly Cost ($),Memory per vCPU (GiB),Cost per vCPU ($/hr),Cost per GiB ($/hr)
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,OnDemand,RHEL,15.6988,11460.12,15.25,0.1226,0.008
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-1yr,Linux,8.8031,6426.26,15.25,0.0688,0.0045
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-1yr,Windows,12.8525,9382.32,15.25,0.1004,0.0066
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-1yr,RHEL,9.4193,6876.09,15.25,0.0736,0.0048
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-3yr,Linux,5.8687,4284.15,15.25,0.0458,0.003
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-3yr,Windows,8.5683,6254.86,15.25,0.0669,0.0044
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Reserved-3yr,RHEL,6.2795,4584.03,15.25,0.0491,0.0032
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Spot,Linux,4.4015,3213.1,15.25,0.0344,0.0023
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Spot,Windows,6.4262,4691.13,15.25,0.0502,0.0033
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,eu-west-1,Spot,RHEL,4.7096,3438.01,15.25,0.0368,0.0024
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,OnDemand,Linux,15.3387,11197.25,15.25,0.1198,0.0079
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,OnDemand,Windows,22.3945,16347.99,15.25,0.175,0.0115
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,OnDemand,RHEL,16.4124,11981.05,15.25,0.1282,0.0084
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-1yr,Linux,9.2032,6718.34,15.25,0.0719,0.0047
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-1yr,Windows,13.4367,9808.79,15.25,0.105,0.0069
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-1yr,RHEL,9.8474,7188.6,15.25,0.0769,0.005
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-3yr,Linux,6.1355,4478.91,15.25,0.0479,0.0031
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-3yr,Windows,8.9578,6539.19,15.25,0.07,0.0046
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Reserved-3yr,RHEL,6.565,4792.45,15.25,0.0513,0.0034
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Spot,Linux,4.6016,3359.17,15.25,0.036,0.0024
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Spot,Windows,6.7184,4904.43,15.25,0.0525,0.0034
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-southeast-1,Spot,RHEL,4.9237,3594.3,15.25,0.0385,0.0025
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,OnDemand,Linux,16.0056,11684.09,15.25,0.125,0.0082
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,OnDemand,Windows,23.3682,17058.79,15.25,0.1826,0.012
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,OnDemand,RHEL,17.126,12501.98,15.25,0.1338,0.0088
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-1yr,Linux,9.6034,7010.48,15.25,0.075,0.0049
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-1yr,Windows,14.0209,10235.26,15.25,0.1095,0.0072
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-1yr,RHEL,10.2756,7501.19,15.25,0.0803,0.0053
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-3yr,Linux,6.4022,4673.61,15.25,0.05,0.0033
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-3yr,Windows,9.3473,6823.53,15.25,0.073,0.0048
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Reserved-3yr,RHEL,6.8504,5000.79,15.25,0.0535,0.0035
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Spot,Linux,4.8017,3505.24,15.25,0.0375,0.0025
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Spot,Windows,7.0105,5117.66,15.25,0.0548,0.0036
x1.32xlarge,x1,32xlarge,Memory Optimized,128,1952.0,25.0,ap-northeast-1,Spot,RHEL,5.1378,3750.59,15.25,0.0401,0.0026
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,Linux,0.186,135.78,8.0,0.093,0.0116
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,Windows,0.2716,198.27,8.0,0.1358,0.017
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,OnDemand,RHEL,0.199,145.27,8.0,0.0995,0.0124
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,Linux,0.1116,81.47,8.0,0.0558,0.007
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,Windows,0.1629,118.92,8.0,0.0814,0.0102
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-1yr,RHEL,0.1194,87.16,8.0,0.0597,0.0075
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,Linux,0.0744,54.31,8.0,0.0372,0.0046
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,Windows,0.1086,79.28,8.0,0.0543,0.0068
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Reserved-3yr,RHEL,0.0796,58.11,8.0,0.0398,0.005
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,Linux,0.0558,40.73,8.0,0.0279,0.0035
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,Windows,0.0815,59.5,8.0,0.0408,0.0051
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-east-1,Spot,RHEL,0.0597,43.58,8.0,0.0299,0.0037
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,Linux,0.1916,139.87,8.0,0.0958,0.012
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,Windows,0.2797,204.18,8.0,0.1399,0.0175
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,OnDemand,RHEL,0.205,149.65,8.0,0.1025,0.0128
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,Linux,0.1149,83.88,8.0,0.0575,0.0072
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,Windows,0.1678,122.49,8.0,0.0839,0.0105
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-1yr,RHEL,0.123,89.79,8.0,0.0615,0.0077
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,Linux,0.0766,55.92,8.0,0.0383,0.0048
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,Windows,0.1119,81.69,8.0,0.0559,0.007
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Reserved-3yr,RHEL,0.082,59.86,8.0,0.041,0.0051
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,Linux,0.0575,41.98,8.0,0.0288,0.0036
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,Windows,0.0839,61.25,8.0,0.042,0.0052
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,us-west-2,Spot,RHEL,0.0615,44.89,8.0,0.0307,0.0038
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,Linux,0.2046,149.36,8.0,0.1023,0.0128
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,Windows,0.2987,218.05,8.0,0.1494,0.0187
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,OnDemand,RHEL,0.2189,159.8,8.0,0.1095,0.0137
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,Linux,0.1228,89.64,8.0,0.0614,0.0077
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,Windows,0.1792,130.82,8.0,0.0896,0.0112
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-1yr,RHEL,0.1314,95.92,8.0,0.0657,0.0082
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,Linux,0.0818,59.71,8.0,0.0409,0.0051
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,Windows,0.1195,87.23,8.0,0.0597,0.0075
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Reserved-3yr,RHEL,0.0876,63.95,8.0,0.0438,0.0055
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,Linux,0.0614,44.82,8.0,0.0307,0.0038
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,Windows,0.0896,65.41,8.0,0.0448,0.0056
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,eu-west-1,Spot,RHEL,0.0657,47.96,8.0,0.0328,0.0041
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,Linux,0.2139,156.15,8.0,0.107,0.0134
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,Windows,0.3123,227.98,8.0,0.1562,0.0195
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,OnDemand,RHEL,0.2289,167.1,8.0,0.1144,0.0143
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,Linux,0.1283,93.66,8.0,0.0641,0.008
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,Windows,0.1874,136.8,8.0,0.0937,0.0117
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-1yr,RHEL,0.1373,100.23,8.0,0.0687,0.0086
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,Linux,0.0856,62.49,8.0,0.0428,0.0053
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,Windows,0.1249,91.18,8.0,0.0624,0.0078
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Reserved-3yr,RHEL,0.0915,66.8,8.0,0.0457,0.0057
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,Linux,0.0642,46.87,8.0,0.0321,0.004
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,Windows,0.0937,68.4,8.0,0.0469,0.0059
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-southeast-1,Spot,RHEL,0.0687,50.15,8.0,0.0343,0.0043
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,OnDemand,Linux,0.2232,162.94,8.0,0.1116,0.014
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,OnDemand,Windows,0.3259,237.91,8.0,0.163,0.0204
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,OnDemand,RHEL,0.2388,174.32,8.0,0.1194,0.0149
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-1yr,Linux,0.1339,97.75,8.0,0.0669,0.0084
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-1yr,Windows,0.1955,142.72,8.0,0.0978,0.0122
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-1yr,RHEL,0.1433,104.61,8.0,0.0717,0.009
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-3yr,Linux,0.0893,65.19,8.0,0.0447,0.0056
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-3yr,Windows,0.1303,95.12,8.0,0.0651,0.0081
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Reserved-3yr,RHEL,0.0955,69.72,8.0,0.0478,0.006
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Spot,Linux,0.067,48.91,8.0,0.0335,0.0042
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Spot,Windows,0.0978,71.39,8.0,0.0489,0.0061
z1d.large,z1d,large,Memory Optimized,2,16.0,10.0,ap-northeast-1,Spot,RHEL,0.0716,52.27,8.0,0.0358,0.0045
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,OnDemand,Linux,0.372,271.56,8.0,0.093,0.0116
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,OnDemand,Windows,0.5431,396.46,8.0,0.1358,0.017
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,OnDemand,RHEL,0.398,290.54,8.0,0.0995,0.0124
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-1yr,Linux,0.2232,162.94,8.0,0.0558,0.007
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-1yr,Windows,0.3259,237.91,8.0,0.0815,0.0102
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-1yr,RHEL,0.2388,174.32,8.0,0.0597,0.0075
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-3yr,Linux,0.1488,108.62,8.0,0.0372,0.0046
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-3yr,Windows,0.2172,158.56,8.0,0.0543,0.0068
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Reserved-3yr,RHEL,0.1592,116.22,8.0,0.0398,0.005
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Spot,Linux,0.1116,81.47,8.0,0.0279,0.0035
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Spot,Windows,0.1629,118.92,8.0,0.0407,0.0051
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-east-1,Spot,RHEL,0.1194,87.16,8.0,0.0299,0.0037
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,OnDemand,Linux,0.3832,279.74,8.0,0.0958,0.012
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,OnDemand,Windows,0.5594,408.36,8.0,0.1399,0.0175
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,OnDemand,RHEL,0.41,299.3,8.0,0.1025,0.0128
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-1yr,Linux,0.2299,167.83,8.0,0.0575,0.0072
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-1yr,Windows,0.3356,244.99,8.0,0.0839,0.0105
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-1yr,RHEL,0.246,179.58,8.0,0.0615,0.0077
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-3yr,Linux,0.1533,111.91,8.0,0.0383,0.0048
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-3yr,Windows,0.2238,163.37,8.0,0.0559,0.007
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Reserved-3yr,RHEL,0.164,119.72,8.0,0.041,0.0051
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Spot,Linux,0.1149,83.88,8.0,0.0287,0.0036
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Spot,Windows,0.1678,122.49,8.0,0.042,0.0052
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,us-west-2,Spot,RHEL,0.123,89.79,8.0,0.0307,0.0038
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,OnDemand,Linux,0.4092,298.72,8.0,0.1023,0.0128
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,OnDemand,Windows,0.5974,436.1,8.0,0.1494,0.0187
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,OnDemand,RHEL,0.4378,319.59,8.0,0.1095,0.0137
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-1yr,Linux,0.2455,179.22,8.0,0.0614,0.0077
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-1yr,Windows,0.3585,261.7,8.0,0.0896,0.0112
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-1yr,RHEL,0.2627,191.77,8.0,0.0657,0.0082
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-3yr,Linux,0.1637,119.5,8.0,0.0409,0.0051
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-3yr,Windows,0.239,174.47,8.0,0.0597,0.0075
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Reserved-3yr,RHEL,0.1751,127.82,8.0,0.0438,0.0055
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Spot,Linux,0.1228,89.64,8.0,0.0307,0.0038
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Spot,Windows,0.1792,130.82,8.0,0.0448,0.0056
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,eu-west-1,Spot,RHEL,0.1314,95.92,8.0,0.0328,0.0041
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,OnDemand,Linux,0.4278,312.29,8.0,0.107,0.0134
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,OnDemand,Windows,0.6246,455.96,8.0,0.1562,0.0195
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,OnDemand,RHEL,0.4577,334.12,8.0,0.1144,0.0143
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-1yr,Linux,0.2567,187.39,8.0,0.0642,0.008
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-1yr,Windows,0.3748,273.6,8.0,0.0937,0.0117
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-1yr,RHEL,0.2746,200.46,8.0,0.0687,0.0086
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-3yr,Linux,0.1711,124.9,8.0,0.0428,0.0053
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-3yr,Windows,0.2498,182.35,8.0,0.0624,0.0078
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Reserved-3yr,RHEL,0.1831,133.66,8.0,0.0458,0.0057
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Spot,Linux,0.1283,93.66,8.0,0.0321,0.004
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Spot,Windows,0.1874,136.8,8.0,0.0469,0.0059
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-southeast-1,Spot,RHEL,0.1373,100.23,8.0,0.0343,0.0043
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,OnDemand,Linux,0.4464,325.87,8.0,0.1116,0.014
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,OnDemand,Windows,0.6517,475.74,8.0,0.1629,0.0204
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,OnDemand,RHEL,0.4776,348.65,8.0,0.1194,0.0149
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-1yr,Linux,0.2678,195.49,8.0,0.0669,0.0084
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-1yr,Windows,0.391,285.43,8.0,0.0978,0.0122
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-1yr,RHEL,0.2866,209.22,8.0,0.0717,0.009
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-3yr,Linux,0.1786,130.38,8.0,0.0447,0.0056
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-3yr,Windows,0.2607,190.31,8.0,0.0652,0.0081
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Reserved-3yr,RHEL,0.1911,139.5,8.0,0.0478,0.006
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Spot,Linux,0.1339,97.75,8.0,0.0335,0.0042
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Spot,Windows,0.1955,142.72,8.0,0.0489,0.0061
z1d.xlarge,z1d,xlarge,Memory Optimized,4,32.0,10.0,ap-northeast-1,Spot,RHEL,0.1433,104.61,8.0,0.0358,0.0045
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,OnDemand,Linux,0.744,543.12,8.0,0.093,0.0116
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,OnDemand,Windows,1.0862,792.93,8.0,0.1358,0.017
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,OnDemand,RHEL,0.7961,581.15,8.0,0.0995,0.0124
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-1yr,Linux,0.4464,325.87,8.0,0.0558,0.007
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-1yr,Windows,0.6517,475.74,8.0,0.0815,0.0102
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-1yr,RHEL,0.4776,348.65,8.0,0.0597,0.0075
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-3yr,Linux,0.2976,217.25,8.0,0.0372,0.0046
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-3yr,Windows,0.4345,317.19,8.0,0.0543,0.0068
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Reserved-3yr,RHEL,0.3184,232.43,8.0,0.0398,0.005
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Spot,Linux,0.2232,162.94,8.0,0.0279,0.0035
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Spot,Windows,0.3259,237.91,8.0,0.0407,0.0051
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-east-1,Spot,RHEL,0.2388,174.32,8.0,0.0299,0.0037
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,OnDemand,Linux,0.7663,559.4,8.0,0.0958,0.012
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,OnDemand,Windows,1.1188,816.72,8.0,0.1399,0.0175
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,OnDemand,RHEL,0.82,598.6,8.0,0.1025,0.0128
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-1yr,Linux,0.4598,335.65,8.0,0.0575,0.0072
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-1yr,Windows,0.6713,490.05,8.0,0.0839,0.0105
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-1yr,RHEL,0.492,359.16,8.0,0.0615,0.0077
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-3yr,Linux,0.3065,223.75,8.0,0.0383,0.0048
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-3yr,Windows,0.4475,326.68,8.0,0.0559,0.007
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Reserved-3yr,RHEL,0.328,239.44,8.0,0.041,0.0051
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Spot,Linux,0.2299,167.83,8.0,0.0287,0.0036
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Spot,Windows,0.3356,244.99,8.0,0.042,0.0052
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,us-west-2,Spot,RHEL,0.246,179.58,8.0,0.0307,0.0038
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,eu-west-1,OnDemand,Linux,0.8184,597.43,8.0,0.1023,0.0128
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,eu-west-1,OnDemand,Windows,1.1949,872.28,8.0,0.1494,0.0187
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,eu-west-1,OnDemand,RHEL,0.8757,639.26,8.0,0.1095,0.0137
z1d.2xlarge,z1d,2xlarge,Memory Optimized,8,64.0,10.0,eu-west-1,Reserved-1yr,Linux,0.491,358.43,8.0,0.0614,0.0077
